Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
7 Jul 2024,TO TRANSFER-UPI/DR/486008529841/ROHIT T/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,1863.22,,-144936.47
16 Jul 2024,TO TRANSFER-UPI/DR/490904488033/ROHIT T/IDIB/spawar3290/UPI--,TRANSFER TO 7382910045,1908.73,,-146845.2
17 Sep 2024,BY TRANSFER-UPI/CR/478454118782/SAMEER S/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897732162091,,3794.99,-143050.21
27 Jul 2024,TO TRANSFER-UPI/DR/430592217801/SAGAR MO/IDIB/rahuldixit/UPI--,TRANSFER TO 8974521398,2239.49,,-145289.7
17 Jul 2024,BY TRANSFER-UPI/CR/470876112044/RAHUL D/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,2154.43,-143135.27
26 Aug 2024,TO TRANSFER-UPI/DR/439296595427/SAGAR MO/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,2226.35,,-145361.62
8 Aug 2024,BY TRANSFER-UPI/CR/426747461874/SAMEER S/IDIB/write2same/Dr Re--,TRANSFER FROM 9137022807,,2498.52,-142863.1
3 Sep 2024,TO TRANSFER-UPI/DR/412368176980/ANITA P/KKBK/write2same/UPI--,TRANSFER TO 4897690162095,2894.19,,-145757.29
10 Aug 2024,TO TRANSFER-UPI/DR/489028292444/PRIYA K/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,4859.97,,-150617.26
5 Sep 2024,TO TRANSFER-UPI/DR/453820701051/SAMEER S/ICIC/anitapawar/UPI--,TRANSFER TO 7382910045,4177.38,,-154794.64
5 Jul 2024,BY TRANSFER-UPI/CR/417523717182/SAMEER S/IDIB/write2same/Dr Re--,TRANSFER FROM 8974521398,,3796.87,-150997.77
29 Jul 2024,BY TRANSFER-UPI/CR/422897067739/SAMEER S/IDIB/write2same/Dr Re--,TRANSFER FROM 7382910045,,276.57,-150721.2
5 Aug 2024,TO TRANSFER-UPI/DR/494022829699/ROHIT T/ICIC/anitapawar/UPI--,TRANSFER TO 4897732162091,1297.88,,-152019.08
3 Jul 2024,BY TRANSFER-UPI/CR/421913620353/PRIYA K/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,4249.73,-147769.35
29 Sep 2024,TO TRANSFER-UPI/DR/416795385264/RAHUL D/IDIB/write2same/UPI--,TRANSFER TO 7382910045,1905.73,,-149675.08
7 Jul 2024,TO TRANSFER-UPI/DR/414594666288/MS SANJE/SBIN/spawar3290/UPI--,TRANSFER TO 4897690162095,4537.18,,-154212.26
5 Jul 2024,BY TRANSFER-UPI/CR/400891276407/ROHIT T/HDFC/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,1495.03,-152717.23
27 Sep 2024,TO TRANSFER-UPI/DR/469988207645/MS SANJE/ICIC/write2same/UPI--,TRANSFER TO 8974521398,3391.37,,-156108.6
28 Jul 2024,TO TRANSFER-UPI/DR/422710494706/SAGAR MO/IDIB/anitapawar/UPI--,TRANSFER TO 8974521398,3630.76,,-159739.36
21 Jul 2024,BY TRANSFER-UPI/CR/444369587328/PRIYA K/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,80.87,-159658.49
7 Aug 2024,TO TRANSFER-UPI/DR/451782736123/RAHUL D/ICIC/rahuldixit/UPI--,TRANSFER TO 9137022807,4282.67,,-163941.16
8 Jul 2024,BY TRANSFER-UPI/CR/464694391896/PRIYA K/SBIN/anitapawar/Dr Re--,TRANSFER FROM 7382910045,,1288.52,-162652.64
28 Aug 2024,BY TRANSFER-UPI/CR/437430794753/MS SANJE/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,803.66,-161848.98
20 Aug 2024,BY TRANSFER-UPI/CR/479153205533/ROHIT T/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,1902.6,-159946.38
27 Aug 2024,TO TRANSFER-UPI/DR/414994468403/ANITA P/IDIB/spawar3290/UPI--,TRANSFER TO 9137022807,3040.97,,-162987.35
16 Jul 2024,TO TRANSFER-UPI/DR/465262782222/ROHIT T/SBIN/anitapawar/UPI--,TRANSFER TO 4897732162091,2645.08,,-165632.43
13 Aug 2024,TO TRANSFER-UPI/DR/458658010547/SAMEER S/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,4394.61,,-170027.04
30 Sep 2024,TO TRANSFER-UPI/DR/460393712060/ROHIT T/SBIN/write2same/UPI--,TRANSFER TO 8974521398,1155.72,,-171182.76
7 Aug 2024,BY TRANSFER-UPI/CR/421641490460/SAGAR MO/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,2233.28,-168949.48
23 Aug 2024,TO TRANSFER-UPI/DR/410648976070/SAMEER S/IDIB/rahuldixit/UPI--,TRANSFER TO 9137022807,396.55,,-169346.03
14 Aug 2024,TO TRANSFER-UPI/DR/431934814041/PRIYA K/SBIN/anitapawar/UPI--,TRANSFER TO 8974521398,270.35,,-169616.38
16 Jul 2024,BY TRANSFER-UPI/CR/426536557923/SAMEER S/ICIC/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,4628.61,-164987.77
3 Jul 2024,BY TRANSFER-UPI/CR/468248591928/PRIYA K/HDFC/write2same/Dr Re--,TRANSFER FROM 4897732162091,,4722.64,-160265.13
29 Aug 2024,BY TRANSFER-UPI/CR/421723843973/PRIYA K/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,863.31,-159401.82
10 Sep 2024,BY TRANSFER-UPI/CR/481935628856/MS SANJE/IDIB/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,447.23,-158954.59
13 Jul 2024,TO TRANSFER-UPI/DR/430419966393/ROHIT T/IDIB/anitapawar/UPI--,TRANSFER TO 4897690162095,3886.9,,-162841.49
3 Aug 2024,TO TRANSFER-UPI/DR/496081071144/PRIYA K/IDIB/anitapawar/UPI--,TRANSFER TO 7382910045,3292.96,,-166134.45
18 Sep 2024,BY TRANSFER-UPI/CR/472885409027/RAHUL D/SBIN/spawar3290/Dr Re--,TRANSFER FROM 4897732162091,,424.05,-165710.4
2 Sep 2024,TO TRANSFER-UPI/DR/470553667540/ANITA P/ICIC/spawar3290/UPI--,TRANSFER TO 4897732162091,3581.21,,-169291.61
1 Jul 2024,BY TRANSFER-UPI/CR/448043062435/PRIYA K/KKBK/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,3199.8,-166091.81
5 Sep 2024,BY TRANSFER-UPI/CR/428701744105/MS SANJE/HDFC/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,306.67,-165785.14
11 Aug 2024,TO TRANSFER-UPI/DR/438831946622/SAGAR MO/KKBK/write2same/UPI--,TRANSFER TO 4897690162095,3067.27,,-168852.41
1 Jul 2024,BY TRANSFER-UPI/CR/461013311675/MS SANJE/KKBK/write2same/Dr Re--,TRANSFER FROM 4897690162095,,321.63,-168530.78
5 Aug 2024,TO TRANSFER-UPI/DR/498539264969/PRIYA K/KKBK/anitapawar/UPI--,TRANSFER TO 9137022807,595.25,,-169126.03
7 Aug 2024,BY TRANSFER-UPI/CR/460230360445/PRIYA K/HDFC/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,1217.85,-167908.18
1 Aug 2024,BY TRANSFER-UPI/CR/462712093068/MS SANJE/IDIB/write2same/Dr Re--,TRANSFER FROM 9137022807,,946.66,-166961.52
21 Aug 2024,TO TRANSFER-UPI/DR/430736903290/RAHUL D/ICIC/anitapawar/UPI--,TRANSFER TO 7382910045,3999.88,,-170961.4
4 Sep 2024,TO TRANSFER-UPI/DR/448771926221/PRIYA K/IDIB/write2same/UPI--,TRANSFER TO 4897690162095,2952.33,,-173913.73
13 Aug 2024,TO TRANSFER-UPI/DR/403769173956/ANITA P/SBIN/anitapawar/UPI--,TRANSFER TO 9137022807,3015.48,,-176929.21
21 Sep 2024,TO TRANSFER-UPI/DR/481051353129/RAHUL D/IDIB/rahuldixit/UPI--,TRANSFER TO 7382910045,1801.08,,-178730.29
23 Sep 2024,BY TRANSFER-UPI/CR/447471879548/SAMEER S/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,2062.93,-176667.36
24 Jul 2024,TO TRANSFER-UPI/DR/440877948218/MS SANJE/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,2771.52,,-179438.88
21 Aug 2024,TO TRANSFER-UPI/DR/447639978054/RAHUL D/SBIN/spawar3290/UPI--,TRANSFER TO 7382910045,192.33,,-179631.21
15 Aug 2024,TO TRANSFER-UPI/DR/413455176968/PRIYA K/IDIB/spawar3290/UPI--,TRANSFER TO 4897732162091,4904.01,,-184535.22
19 Aug 2024,BY TRANSFER-UPI/CR/405413406080/SAMEER S/SBIN/anitapawar/Dr Re--,TRANSFER FROM 7382910045,,616.05,-183919.17
23 Aug 2024,TO TRANSFER-UPI/DR/408570906514/MS SANJE/KKBK/spawar3290/UPI--,TRANSFER TO 8974521398,2613.09,,-186532.26
20 Sep 2024,BY TRANSFER-UPI/CR/423043834973/ANITA P/ICIC/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,567.84,-185964.42
21 Jul 2024,TO TRANSFER-UPI/DR/491810538067/ROHIT T/KKBK/write2same/UPI--,TRANSFER TO 4897732162091,2169.26,,-188133.68
19 Aug 2024,TO TRANSFER-UPI/DR/447552138542/MS SANJE/IDIB/write2same/UPI--,TRANSFER TO 9137022807,4357.9,,-192491.58
8 Jul 2024,TO TRANSFER-UPI/DR/481703661769/MS SANJE/KKBK/anitapawar/UPI--,TRANSFER TO 8974521398,2293.82,,-194785.4
18 Aug 2024,TO TRANSFER-UPI/DR/447203860607/RAHUL D/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,2077.81,,-196863.21
3 Sep 2024,BY TRANSFER-UPI/CR/454603866638/MS SANJE/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,2112.87,-194750.34
8 Sep 2024,BY TRANSFER-UPI/CR/463646613329/ROHIT T/KKBK/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,1847.53,-192902.81
25 Aug 2024,BY TRANSFER-UPI/CR/464858634957/ANITA P/ICIC/write2same/Dr Re--,TRANSFER FROM 4897732162091,,1469.04,-191433.77
15 Aug 2024,TO TRANSFER-UPI/DR/442988784017/SAGAR MO/ICIC/write2same/UPI--,TRANSFER TO 4897690162095,581.51,,-192015.28
13 Aug 2024,BY TRANSFER-UPI/CR/415648240828/ROHIT T/HDFC/write2same/Dr Re--,TRANSFER FROM 4897690162095,,1255.17,-190760.11
31 Aug 2024,BY TRANSFER-UPI/CR/457210778259/MS SANJE/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,1127.36,-189632.75
2 Jul 2024,TO TRANSFER-UPI/DR/438970662881/SAGAR MO/SBIN/write2same/UPI--,TRANSFER TO 8974521398,1501.97,,-191134.72
21 Aug 2024,BY TRANSFER-UPI/CR/425458339771/ANITA P/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,4935.04,-186199.68
21 Jul 2024,BY TRANSFER-UPI/CR/457818316479/SAMEER S/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,2845.53,-183354.15
31 Aug 2024,TO TRANSFER-UPI/DR/494635903303/MS SANJE/IDIB/anitapawar/UPI--,TRANSFER TO 4897690162095,1863.92,,-185218.07
8 Sep 2024,TO TRANSFER-UPI/DR/453184557720/SAGAR MO/SBIN/rahuldixit/UPI--,TRANSFER TO 7382910045,573.92,,-185791.99
18 Sep 2024,TO TRANSFER-UPI/DR/441683886965/ANITA P/ICIC/anitapawar/UPI--,TRANSFER TO 4897732162091,3793.82,,-189585.81
31 Aug 2024,BY TRANSFER-UPI/CR/418450410347/SAMEER S/IDIB/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,4937.8,-184648.01
26 Sep 2024,TO TRANSFER-UPI/DR/403852182455/MS SANJE/HDFC/write2same/UPI--,TRANSFER TO 4897732162091,1793.86,,-186441.87
3 Aug 2024,TO TRANSFER-UPI/DR/414538619622/MS SANJE/ICIC/rahuldixit/UPI--,TRANSFER TO 4897732162091,1213.57,,-187655.44
8 Jul 2024,BY TRANSFER-UPI/CR/494378113514/ANITA P/KKBK/spawar3290/Dr Re--,TRANSFER FROM 4897732162091,,2741.98,-184913.46
7 Sep 2024,TO TRANSFER-UPI/DR/453594437158/PRIYA K/HDFC/rahuldixit/UPI--,TRANSFER TO 9137022807,774.08,,-185687.54
3 Sep 2024,BY TRANSFER-UPI/CR/465266325880/RAHUL D/KKBK/write2same/Dr Re--,TRANSFER FROM 4897690162095,,4547.91,-181139.63
21 Jul 2024,TO TRANSFER-UPI/DR/429476105971/SAMEER S/KKBK/spawar3290/UPI--,TRANSFER TO 4897732162091,1334.62,,-182474.25
23 Sep 2024,BY TRANSFER-UPI/CR/417615940658/SAMEER S/ICIC/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,3458.78,-179015.47
1 Jul 2024,BY TRANSFER-UPI/CR/453086473882/ANITA P/SBIN/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,3826.5,-175188.97
24 Sep 2024,TO TRANSFER-UPI/DR/464033565555/SAGAR MO/HDFC/write2same/UPI--,TRANSFER TO 4897690162095,3002.46,,-178191.43
21 Jul 2024,TO TRANSFER-UPI/DR/478466185826/SAGAR MO/IDIB/spawar3290/UPI--,TRANSFER TO 4897690162095,2373.56,,-180564.99
4 Aug 2024,BY TRANSFER-UPI/CR/466849836237/MS SANJE/ICIC/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,2857.98,-177707.01
30 Aug 2024,TO TRANSFER-UPI/DR/464897493820/RAHUL D/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,973.93,,-178680.94
26 Aug 2024,TO TRANSFER-UPI/DR/402350917278/SAGAR MO/HDFC/rahuldixit/UPI--,TRANSFER TO 8974521398,1970.94,,-180651.88
2 Jul 2024,TO TRANSFER-UPI/DR/405163661741/ROHIT T/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,3004.24,,-183656.12
9 Jul 2024,BY TRANSFER-UPI/CR/445560832981/RAHUL D/HDFC/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,2635.03,-181021.09
29 Sep 2024,BY TRANSFER-UPI/CR/404060700080/SAMEER S/SBIN/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,3341.79,-177679.3
30 Jul 2024,TO TRANSFER-UPI/DR/459015414495/SAGAR MO/ICIC/anitapawar/UPI--,TRANSFER TO 4897690162095,331.89,,-178011.19
27 Aug 2024,BY TRANSFER-UPI/CR/453992294692/SAMEER S/HDFC/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,3000.24,-175010.95
13 Aug 2024,TO TRANSFER-UPI/DR/464024146816/PRIYA K/KKBK/rahuldixit/UPI--,TRANSFER TO 4897690162095,4525.77,,-179536.72
14 Aug 2024,TO TRANSFER-UPI/DR/409296131319/ANITA P/IDIB/rahuldixit/UPI--,TRANSFER TO 9137022807,1283.3,,-180820.02
10 Sep 2024,BY TRANSFER-UPI/CR/498255229623/SAMEER S/HDFC/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,1424.12,-179395.9
14 Aug 2024,TO TRANSFER-UPI/DR/475738576145/ROHIT T/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,924.1,,-180320.0
10 Aug 2024,TO TRANSFER-UPI/DR/414562491518/MS SANJE/ICIC/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,2582.12,,-182902.12
26 Sep 2024,TO TRANSFER-UPI/DR/419563709834/PRIYA K/KKBK/anitapawar/UPI--,TRANSFER TO 9137022807,4430.26,,-187332.38
28 Jul 2024,BY TRANSFER-UPI/CR/494681968596/ROHIT T/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897732162091,,3916.87,-183415.51
15 Aug 2024,BY TRANSFER-UPI/CR/487271451686/RAHUL D/IDIB/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,2240.54,-181174.97
2 Jul 2024,TO TRANSFER-UPI/DR/461029006379/SAGAR MO/ICIC/write2same/UPI--,TRANSFER TO 7382910045,565.72,,-181740.69
16 Sep 2024,TO TRANSFER-UPI/DR/497145273562/MS SANJE/SBIN/spawar3290/UPI--,TRANSFER TO 4897732162091,4939.11,,-186679.8
18 Jul 2024,TO TRANSFER-UPI/DR/407296091431/ROHIT T/HDFC/anitapawar/UPI--,TRANSFER TO 8974521398,319.6,,-186999.4
2 Jul 2024,TO TRANSFER-UPI/DR/447296970518/ROHIT T/SBIN/rahuldixit/UPI--,TRANSFER TO 9137022807,1659.02,,-188658.42
28 Sep 2024,TO TRANSFER-UPI/DR/476581394191/ROHIT T/IDIB/write2same/UPI--,TRANSFER TO 9137022807,4915.51,,-193573.93
19 Aug 2024,TO TRANSFER-UPI/DR/492275868351/ANITA P/IDIB/write2same/UPI--,TRANSFER TO 7382910045,4754.8,,-198328.73
22 Jul 2024,BY TRANSFER-UPI/CR/460174732923/RAHUL D/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 7382910045,,2394.84,-195933.89
6 Aug 2024,BY TRANSFER-UPI/CR/494191483375/SAMEER S/SBIN/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,1181.66,-194752.23
20 Jul 2024,TO TRANSFER-UPI/DR/452378548887/PRIYA K/IDIB/rahuldixit/UPI--,TRANSFER TO 4897732162091,4584.56,,-199336.79
3 Sep 2024,BY TRANSFER-UPI/CR/415382887799/ANITA P/KKBK/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,2863.77,-196473.02
20 Jul 2024,BY TRANSFER-UPI/CR/472452975180/RAHUL D/IDIB/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,1257.68,-195215.34
10 Aug 2024,TO TRANSFER-UPI/DR/434448684658/ROHIT T/HDFC/write2same/UPI--,TRANSFER TO 8974521398,2139.06,,-197354.4
29 Aug 2024,TO TRANSFER-UPI/DR/454314766589/ANITA P/IDIB/write2same/UPI--,TRANSFER TO 4897732162091,3108.28,,-200462.68
19 Jul 2024,BY TRANSFER-UPI/CR/445974068736/ANITA P/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,1026.0,-199436.68
3 Sep 2024,TO TRANSFER-UPI/DR/490475606819/SAGAR MO/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,4068.37,,-203505.05
2 Sep 2024,BY TRANSFER-UPI/CR/421819006285/MS SANJE/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,2935.48,-200569.57
23 Sep 2024,BY TRANSFER-UPI/CR/479801868852/PRIYA K/ICIC/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,90.8,-200478.77
13 Aug 2024,BY TRANSFER-UPI/CR/462974114700/PRIYA K/HDFC/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,2998.09,-197480.68
2 Jul 2024,TO TRANSFER-UPI/DR/487934132946/MS SANJE/ICIC/spawar3290/UPI--,TRANSFER TO 8974521398,3855.93,,-201336.61
18 Aug 2024,TO TRANSFER-UPI/DR/412657054765/SAGAR MO/ICIC/rahuldixit/UPI--,TRANSFER TO 4897690162095,778.23,,-202114.84
24 Sep 2024,BY TRANSFER-UPI/CR/491381145374/PRIYA K/KKBK/write2same/Dr Re--,TRANSFER FROM 8974521398,,156.28,-201958.56
28 Jul 2024,TO TRANSFER-UPI/DR/457163770977/MS SANJE/ICIC/anitapawar/UPI--,TRANSFER TO 4897732162091,1158.95,,-203117.51
13 Sep 2024,BY TRANSFER-UPI/CR/404475981498/PRIYA K/HDFC/write2same/Dr Re--,TRANSFER FROM 8974521398,,4162.95,-198954.56
1 Jul 2024,BY TRANSFER-UPI/CR/425035189096/SAMEER S/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,2860.5,-196094.06
7 Sep 2024,TO TRANSFER-UPI/DR/419159366415/SAMEER S/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,287.4,,-196381.46
23 Aug 2024,BY TRANSFER-UPI/CR/457157288252/ROHIT T/KKBK/spawar3290/Dr Re--,TRANSFER FROM 9137022807,,1001.57,-195379.89
3 Sep 2024,TO TRANSFER-UPI/DR/427081148676/PRIYA K/SBIN/anitapawar/UPI--,TRANSFER TO 7382910045,3674.2,,-199054.09
19 Sep 2024,TO TRANSFER-UPI/DR/420480218357/RAHUL D/SBIN/spawar3290/UPI--,TRANSFER TO 9137022807,3653.84,,-202707.93
14 Sep 2024,BY TRANSFER-UPI/CR/471337250629/MS SANJE/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897732162091,,4358.93,-198349.0
6 Aug 2024,TO TRANSFER-UPI/DR/415806751033/SAGAR MO/ICIC/write2same/UPI--,TRANSFER TO 4897690162095,681.08,,-199030.08
14 Aug 2024,BY TRANSFER-UPI/CR/408182478476/MS SANJE/SBIN/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,2289.95,-196740.13
14 Sep 2024,BY TRANSFER-UPI/CR/413323190843/ANITA P/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,818.12,-195922.01
5 Sep 2024,BY TRANSFER-UPI/CR/449535157586/SAGAR MO/KKBK/write2same/Dr Re--,TRANSFER FROM 9137022807,,1432.43,-194489.58
26 Jul 2024,TO TRANSFER-UPI/DR/497452661317/SAGAR MO/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,1403.32,,-195892.9
21 Sep 2024,BY TRANSFER-UPI/CR/407635371071/MS SANJE/IDIB/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,2701.79,-193191.11
11 Jul 2024,BY TRANSFER-UPI/CR/484726266218/SAMEER S/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,506.81,-192684.3
25 Sep 2024,BY TRANSFER-UPI/CR/464575861699/ANITA P/HDFC/write2same/Dr Re--,TRANSFER FROM 9137022807,,304.9,-192379.4
1 Aug 2024,BY TRANSFER-UPI/CR/479399835996/SAGAR MO/SBIN/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,160.86,-192218.54
20 Aug 2024,TO TRANSFER-UPI/DR/415348027345/ROHIT T/IDIB/anitapawar/UPI--,TRANSFER TO 7382910045,880.17,,-193098.71
25 Aug 2024,TO TRANSFER-UPI/DR/439021898763/ROHIT T/KKBK/rahuldixit/UPI--,TRANSFER TO 9137022807,2232.98,,-195331.69
7 Sep 2024,TO TRANSFER-UPI/DR/475292309064/MS SANJE/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,3211.04,,-198542.73
13 Sep 2024,TO TRANSFER-UPI/DR/459962810441/SAGAR MO/IDIB/anitapawar/UPI--,TRANSFER TO 4897690162095,258.06,,-198800.79
6 Jul 2024,TO TRANSFER-UPI/DR/411120512515/MS SANJE/ICIC/write2same/UPI--,TRANSFER TO 8974521398,613.53,,-199414.32
21 Jul 2024,TO TRANSFER-UPI/DR/409544774558/RAHUL D/SBIN/write2same/UPI--,TRANSFER TO 8974521398,944.5,,-200358.82
19 Jul 2024,TO TRANSFER-UPI/DR/429235165622/RAHUL D/ICIC/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,4203.57,,-204562.39
28 Jul 2024,TO TRANSFER-UPI/DR/405671210894/MS SANJE/ICIC/spawar3290/UPI--,TRANSFER TO 4897690162095,4715.38,,-209277.77
3 Sep 2024,TO TRANSFER-UPI/DR/420355012076/ROHIT T/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,2439.73,,-211717.5
8 Sep 2024,BY TRANSFER-UPI/CR/421676152945/SAGAR MO/HDFC/write2same/Dr Re--,TRANSFER FROM 4897732162091,,1349.31,-210368.19
29 Jul 2024,BY TRANSFER-UPI/CR/458560231591/ANITA P/HDFC/write2same/Dr Re--,TRANSFER FROM 9137022807,,3168.29,-207199.9
12 Sep 2024,TO TRANSFER-UPI/DR/411473513593/ANITA P/IDIB/anitapawar/UPI--,TRANSFER TO 4897732162091,1263.85,,-208463.75
25 Sep 2024,TO TRANSFER-UPI/DR/414863340169/ANITA P/ICIC/rahuldixit/UPI--,TRANSFER TO 7382910045,148.38,,-208612.13
2 Sep 2024,BY TRANSFER-UPI/CR/457649569682/ROHIT T/ICIC/spawar3290/Dr Re--,TRANSFER FROM 9137022807,,1113.6,-207498.53
23 Jul 2024,TO TRANSFER-UPI/DR/449976095499/MS SANJE/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,3314.52,,-210813.05
23 Jul 2024,TO TRANSFER-UPI/DR/438353793043/RAHUL D/SBIN/rahuldixit/UPI--,TRANSFER TO 4897732162091,1928.64,,-212741.69
1 Aug 2024,TO TRANSFER-UPI/DR/426469917684/RAHUL D/HDFC/write2same/UPI--,TRANSFER TO 4897690162095,769.42,,-213511.11
6 Sep 2024,BY TRANSFER-UPI/CR/420066959945/SAGAR MO/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,2244.31,-211266.8
2 Sep 2024,TO TRANSFER-UPI/DR/459095924450/SAGAR MO/IDIB/write2same/UPI--,TRANSFER TO 7382910045,3441.73,,-214708.53
1 Aug 2024,TO TRANSFER-UPI/DR/480539241543/RAHUL D/HDFC/spawar3290/UPI--,TRANSFER TO 8974521398,3979.56,,-218688.09
28 Aug 2024,BY TRANSFER-UPI/CR/457028909845/RAHUL D/HDFC/write2same/Dr Re--,TRANSFER FROM 8974521398,,4323.85,-214364.24
18 Jul 2024,TO TRANSFER-UPI/DR/433037929659/RAHUL D/IDIB/rahuldixit/UPI--,TRANSFER TO 4897690162095,1284.68,,-215648.92
14 Aug 2024,TO TRANSFER-UPI/DR/459641300627/ROHIT T/HDFC/rahuldixit/UPI--,TRANSFER TO 7382910045,506.73,,-216155.65
24 Sep 2024,TO TRANSFER-UPI/DR/498611347053/ROHIT T/ICIC/anitapawar/UPI--,TRANSFER TO 9137022807,4461.72,,-220617.37
28 Sep 2024,BY TRANSFER-UPI/CR/443771451109/PRIYA K/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,4774.41,-215842.96
1 Aug 2024,BY TRANSFER-UPI/CR/477592925630/PRIYA K/IDIB/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,1372.15,-214470.81
25 Aug 2024,BY TRANSFER-UPI/CR/427590185439/SAGAR MO/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,4582.93,-209887.88
5 Jul 2024,TO TRANSFER-UPI/DR/465519576577/SAMEER S/IDIB/rahuldixit/UPI--,TRANSFER TO 4897732162091,3377.55,,-213265.43
27 Jul 2024,BY TRANSFER-UPI/CR/489732369714/ANITA P/IDIB/spawar3290/Dr Re--,TRANSFER FROM 9137022807,,1062.57,-212202.86
19 Aug 2024,TO TRANSFER-UPI/DR/462109633900/ROHIT T/KKBK/spawar3290/UPI--,TRANSFER TO 8974521398,1851.13,,-214053.99
3 Jul 2024,TO TRANSFER-UPI/DR/445424105262/MS SANJE/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,4821.71,,-218875.7
30 Jul 2024,TO TRANSFER-UPI/DR/411238590207/PRIYA K/IDIB/write2same/UPI--,TRANSFER TO 7382910045,2593.3,,-221469.0
2 Jul 2024,BY TRANSFER-UPI/CR/428028592172/SAMEER S/IDIB/write2same/Dr Re--,TRANSFER FROM 4897690162095,,4268.81,-217200.19
7 Sep 2024,TO TRANSFER-UPI/DR/472044104694/PRIYA K/SBIN/rahuldixit/UPI--,TRANSFER TO 8974521398,3154.12,,-220354.31
